Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
Andersen Biler;www.andersenbiler.dk/;Odense;Denmark;Automotive, Autonomous Vehicles, Customer Service, Real Estate;Other, Professional Services, Real Estate, Transportation;Andersen Biler is the autoriseret for handler of ford, hyundai, mitsubishi, nissan, opel og suzuki, that deal with the sale of used cars.;Andersen Biler ford dealer with as many as six stores in zealand, offer authorized sales and service of your ford, that only deal with the sale of used cars, also its an authorized dealer of Citroën, Ford, Hyundai, Mitsubishi, Nissan, Opel and Suzuki and authorized service partner for Dacia, Renault and Volvo.;True;False;False;False;Active;AV;;
Andy Mohr Honda;www.andymohrhonda.com/;Bloomington;United States;Autonomous Vehicles, Consulting, Sales;Professional Services, Sales and Marketing, Transportation;Andy Mohr Honda is a vehicle dealer company that offers new, used cars, spare parts, service, and financing for customers.;Andy Mohr Honda is a vehicle dealer company that offers new, used cars, spare parts, service, and financing for customers.;True;False;False;False;Active;AV;;
Appel Ford;www.appelford.com/;Brenham;United States;Automotive, Autonomous Vehicles, Sales Automation;Information Technology, Sales and Marketing, Software, Transportation;Appel Ford is a dealer of Ford vehicles such as SUVs, trucks, and crossovers.;Appel Ford is a dealer of Ford vehicles such as SUVs, trucks, and crossovers.;True;False;False;False;Active;AV;;
Applewood Auto Group;www.applewood.ca;Surrey;Canada;Automotive, Autonomous Vehicles, Customer Service, Sales;Other, Professional Services, Sales and Marketing, Transportation;Applewood Auto Group is a vehicle dealership that delivers new and used sedans and SUVs with parts, accessories, and car repair services.;Applewood Auto Group is a vehicle dealership that delivers new and used sedans and SUVs with parts, accessories, and car repair services.;True;False;False;False;Active;AV;;
Argus;www.thearguscompany.com/;Santa Cruz;United States;Autonomous Vehicles, Local Business, Public Transportation, Transportation;Sales and Marketing, Transportation;Argus Company is a car dealer company that offers selection from affordable transportation to collectible classics.;Argus Company is a car dealer company that offers selection from affordable transportation to collectible classics.;True;False;False;False;Active;AV;;
Atelier de Réparation Laforge inc;www.atelierlaforge.com/fr/;Quebec;Canada;Automotive, Autonomous Vehicles, Hardware, Recreational Vehicles, Sales;Hardware, Sales and Marketing, Transportation;Recreational vehicle dealer and repairs;Recreational vehicle dealer and repairs;True;False;False;False;Active;AV;;
Auburn Honda;www.auburnhonda.com/;Auburn;United States;Autonomous Vehicles, Machinery Manufacturing, Manufacturing;Manufacturing, Transportation;Auburn Honda is a manufacturing company that provides Honda bike dealerships and repair services.;Auburn Honda is a manufacturing company that provides Honda bike dealerships and repair services.;True;False;False;False;Active;AV;;
Audi Valencia;www.audivalencia.com/;Valencia;United States;Automotive, Autonomous Vehicles;Transportation;Audi Valencia is a Keyes Audi dealership Company.;Audi Valencia is a Keyes Audi dealership Company.;True;False;False;False;Active;AV;;
Auto Buying Service;www.autobuyingservice.com/;Fairfax;United States;Automotive, Autonomous Vehicles, Finance;Financial Services, Transportation;Auto Buying Service is a vehicle dealership company that buys used cars and sells them along with financing solutions for the purchase.;Auto Buying Service is a vehicle dealership company that buys used cars and sells them along with financing solutions for the purchase.;True;False;False;False;Active;AV;;
Auto Connection;www.autoandtruckconnection.net/;Lakeland;United States;Automotive, Autonomous Vehicles, Industrial;Manufacturing, Transportation;Auto Connection is an automobile dealership firm that offers to purchase and sell used vehicles and commercial trucks.;Auto Connection is an automobile dealership firm that offers to purchase and sell used vehicles and commercial trucks.;True;False;False;False;Active;AV;;
Auto Lindvang;www.lindvang.dk/;Aabenraa;Denmark;Automotive, Autonomous Vehicles, Electric Vehicle;Transportation;Auto Lindvang supplies new and used cars and is an authorized dealer and workshop of Dacia, Renault & Volvo, and Citroën.;Auto Lindvang supplies new and used cars and is an authorized dealer and workshop of Dacia, Renault & Volvo, and Citroën.;True;False;False;False;Active;AV;;
Auto Mobil;auto-mobil.dk/;Greve;Denmark;Automotive, Autonomous Vehicles, Industrial Manufacturing;Manufacturing, Transportation;Auto Mobil is an automobile dealing company that deals disabled vehicles.;Auto Mobil is an automobile dealing company that deals disabled vehicles. It buys, rents, and furnishes disabled cars and disabled buses to help public and private markets achieve freedom of movement regardless of disability and financial subsidies.;True;False;False;False;Active;AV;;
Auto Soluções Mobilidade;autosolucoes.pt/;Santo Tirso;Portugal;Automotive, Autonomous Vehicles;Transportation;Auto Soluções Mobilidade is an automotive company that provides audi Dealership, car exchanges,and workshop services.;Auto Soluções Mobilidade is an automotive company that provides audi Dealership, car exchanges,and workshop services.;True;False;False;False;Active;AV;;
AutoBidsOnline.com;www.autobidsonline.com;Dallas;United States;Automotive, Autonomous Vehicles, E-Commerce, Marketing;Commerce and Shopping, Sales and Marketing, Transportation;AutoBidsOnline.com is a online marketing for automotive shopping and vehicle acquisition.;AutoBidsOnline.com is the latest way to buy a new car online, from the comfort of your own home. Research any make, model and style of car, compare multiple vehicles and determine market value pricing. Submit anonymous, no-obligation buy bids online and let dealers compete to be the first to meet your price.;True;False;False;False;Active;AV;;
Autocenter Neuss;www.neuss-autocenter.de;Pfarrkirchen;Germany;Automotive, Autonomous Vehicles, Mechanical Engineering;Science and Engineering, Transportation;Autocenter Neuss is a vehicle dealer that sells new and used cars and provides workshops, parts, accessories, and repair services.;Autocenter Neuss is a vehicle dealer that sells new and used cars and provides workshops, parts, accessories, and repair services.;True;False;False;False;Active;AV;;
Autocentralen;www.autocentralen.com/;Kolding;Denmark;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Autocentralen is a car dealership that facilitates the purchase, sales, and maintenance of a variety of car brands.;Autocentralen is a car dealership that facilitates the purchase, sales, and maintenance of a variety of car brands.;True;False;False;False;Active;AV;;
AutoConte srls;www.autocontesrl.it/;Qualiano;Italy;Automotive, Autonomous Vehicles, Retail;Commerce and Shopping, Transportation;Auto Conte is a vehicle dealership firm that offers new and used car sale, automobile financing solutions, and warranty.;Auto Conte is a vehicle dealership firm that offers new and used car sale, automobile financing solutions, and warranty.;True;False;False;False;Active;AV;;
